,FIP,Year,population
3281,2188,2011,7705
3282,2195,2011,3254
3283,2198,2011,6374
3284,2220,2011,8886
3285,2230,2011,962
3286,2240,2011,7148
3287,2261,2011,9738
3288,2275,2011,2395
3289,2282,2011,656
3290,2290,2011,5631
3291,4000,2011,6473497
3292,4001,2011,72186
3293,4003,2011,133111
3294,4005,2011,134269
3295,4007,2011,53444
3296,4009,2011,37134
3297,4011,2011,8577
3298,4012,2011,20608
3299,4013,2011,3875065
3300,4015,2011,202801
3301,4017,2011,107545
3302,4019,2011,988407
3303,4021,2011,378760
3304,4023,2011,47684
3305,4025,2011,211023
3306,4027,2011,202883
3307,5000,2011,2940407
3308,5001,2011,18872
3309,5003,2011,21671
3310,5005,2011,41347
3311,5007,2011,229154
3312,5009,2011,37070
3313,5011,2011,11437
3314,5013,2011,5243
3315,5015,2011,27462
3316,5017,2011,11704
3317,5019,2011,22927
3318,5021,2011,15874
3319,5023,2011,25890
3320,5025,2011,8673
3321,5027,2011,24703
3322,5029,2011,21127
3323,5031,2011,98392
3324,5033,2011,61807
3325,5035,2011,50511
3326,5037,2011,17808
3327,5039,2011,8053
3328,5041,2011,12729
3329,5043,2011,18732
3330,5045,2011,116270
3331,5047,2011,18001
3332,5049,2011,12239
3333,5051,2011,96852
3334,5053,2011,17945
3335,5055,2011,42757
3336,5057,2011,22486
3337,5059,2011,33136
3338,5061,2011,13820
3339,5063,2011,36881
3340,5065,2011,13569
3341,5067,2011,17887
3342,5069,2011,76032
3343,5071,2011,25668
3344,5073,2011,7535
3345,5075,2011,17280
3346,5077,2011,10293
3347,5079,2011,14339
3348,5081,2011,12943
3349,5083,2011,22240
3350,5085,2011,69497
3351,5087,2011,15660
3352,5089,2011,16672
3353,5091,2011,43757
3354,5093,2011,46024
3355,5095,2011,8098
3356,5097,2011,9397
3357,5099,2011,9008
3358,5101,2011,8262
3359,5103,2011,25737
3360,5105,2011,10377
3361,5107,2011,21407
3362,5109,2011,11239
3363,5111,2011,24445
3364,5113,2011,20558
3365,5115,2011,62676
3366,5117,2011,8597
3367,5119,2011,386982
3368,5121,2011,17971
3369,5123,2011,27989
3370,5125,2011,109541
3371,5127,2011,11238
3372,5129,2011,8071
3373,5131,2011,127027
3374,5133,2011,17217
3375,5135,2011,17271
3376,5137,2011,12499
3377,5139,2011,41398
3378,5141,2011,17189
3379,5143,2011,208038
3380,5145,2011,78065
3381,5147,2011,7176
3382,5149,2011,21965
3383,6000,2011,37641823
3384,6001,2011,1530998
3385,6003,2011,1093
3386,6005,2011,37538
3387,6007,2011,219952
3388,6009,2011,45160
3389,6011,2011,21327
3390,6013,2011,1065452
3391,6015,2011,28442
3392,6017,2011,180918
3393,6019,2011,939479
3394,6021,2011,28144
3395,6023,2011,135215
3396,6025,2011,175813
3397,6027,2011,18393
3398,6029,2011,848140
3399,6031,2011,151886
3400,6033,2011,64247
3401,6035,2011,34238
3402,6037,2011,9876727
3403,6039,2011,151702
3404,6041,2011,255363
3405,6043,2011,18168
3406,6045,2011,87334
3407,6047,2011,259333
3408,6049,2011,9512
3409,6051,2011,14423
3410,6053,2011,420542
3411,6055,2011,137750
3412,6057,2011,98697
3413,6059,2011,3050867
3414,6061,2011,356312
3415,6063,2011,19715
3416,6065,2011,2234301
3417,6067,2011,1433739
3418,6069,2011,55982
3419,6071,2011,2061040
3420,6073,2011,3137372
3421,6075,2011,815677
3422,6077,2011,694388
3423,6079,2011,271050
3424,6081,2011,728404
3425,6083,2011,425481
3426,6085,2011,1812166
3427,6087,2011,264882
3428,6089,2011,177572
3429,6091,2011,3099
3430,6093,2011,44610
3431,6095,2011,416305
3432,6097,2011,487423
3433,6099,2011,517614
3434,6101,2011,94485
3435,6103,2011,63336
3436,6105,2011,13681
3437,6107,2011,446864
3438,6109,2011,54825
3439,6111,2011,830196
3440,6113,2011,201959
3441,6115,2011,72492
3442,8000,2011,5121771
3443,8001,2011,452203
3444,8003,2011,16122
3445,8005,2011,585844
3446,8007,2011,12022
3447,8009,2011,3777
3448,8011,2011,6339
3449,8013,2011,300897
3450,8014,2011,57482
3451,8015,2011,18030
3452,8017,2011,1862
3453,8019,2011,9001
3454,8021,2011,8289
3455,8023,2011,3642
3456,8025,2011,5882
3457,8027,2011,4228
3458,8029,2011,30390
3459,8031,2011,620513
3460,8033,2011,2044
3461,8035,2011,292513
3462,8037,2011,52072
3463,8039,2011,23176
3464,8041,2011,637120
3465,8043,2011,47379
3466,8045,2011,56065
3467,8047,2011,5431
3468,8049,2011,14562
3469,8051,2011,15322
3470,8053,2011,825
3471,8055,2011,6527
3472,8057,2011,1357
3473,8059,2011,540755
3474,8061,2011,1431
3475,8063,2011,8170
3476,8065,2011,7342
3477,8067,2011,51794
3478,8069,2011,305237
3479,8071,2011,15041
3480,8073,2011,5418
3481,8075,2011,21869
3482,8077,2011,147285
3483,8079,2011,711
3484,8081,2011,13421
3485,8083,2011,25474
3486,8085,2011,40972
3487,8087,2011,28453
3488,8089,2011,18867
3489,8091,2011,4423
3490,8093,2011,16055
3491,8095,2011,4400
3492,8097,2011,17175
3493,8099,2011,12529
3494,8101,2011,160248
3495,8103,2011,6782
3496,8105,2011,11914
3497,8107,2011,23264
3498,8109,2011,6187
3499,8111,2011,690
3500,8113,2011,7486
3501,8115,2011,2371
3502,8117,2011,28046
3503,8119,2011,23366
3504,8121,2011,4762
3505,8123,2011,258783
3506,8125,2011,10134
3507,9000,2011,3588023
3508,9001,2011,927897
3509,9003,2011,896776
3510,9005,2011,189002
3511,9007,2011,166176
3512,9009,2011,863827
3513,9011,2011,273013
3514,9013,2011,153027
3515,9015,2011,118305
3516,10000,2011,907316
3517,10001,2011,165097
3518,10003,2011,541866
3519,10005,2011,200353
3520,11000,2011,619602
3521,11001,2011,619602
3522,12000,2011,19093352
3523,12001,2011,249806
3524,12003,2011,27043
3525,12005,2011,169541
3526,12007,2011,28432
3527,12009,2011,544319
3528,12011,2011,1786955
3529,12013,2011,14715
3530,12015,2011,159851
3531,12017,2011,139756
3532,12019,2011,192278
3533,12021,2011,327632
3534,12023,2011,67309
3535,12027,2011,34841
3536,12029,2011,16405
3537,12031,2011,872297
3538,12033,2011,299357
3539,12035,2011,97465
3540,12037,2011,11469
3541,12039,2011,47366
3542,12041,2011,16990
3543,12043,2011,12836
3544,12045,2011,15758
3545,12047,2011,14592
3546,12049,2011,27682
3547,12051,2011,38977
3548,12053,2011,172830
3549,12055,2011,98477
3550,12057,2011,1271110
3551,12059,2011,19838
3552,12061,2011,139100
3553,12063,2011,49188
3554,12065,2011,14526
3555,12067,2011,8801
3556,12069,2011,300488
3557,12071,2011,631031
3558,12073,2011,278334
3559,12075,2011,40151
3560,12077,2011,8261
3561,12079,2011,19131
3562,12081,2011,327549
3563,12083,2011,332275
3564,12085,2011,147865
3565,12086,2011,2569856
3566,12087,2011,73963
3567,12089,2011,74139
3568,12091,2011,183088
3569,12093,2011,39871
3570,12095,2011,1170526
3571,12097,2011,278637
3572,12099,2011,1336720
3573,12101,2011,466428
3574,12103,2011,918380
3575,12105,2011,609943
3576,12107,2011,73639
3577,12109,2011,196088
3578,12111,2011,280420
3579,12113,2011,155722
3580,12115,2011,382223
3581,12117,2011,426307
3582,12119,2011,97972
3583,12121,2011,43360
3584,12123,2011,22656
3585,12125,2011,15299
3586,12127,2011,494421
3587,12129,2011,30970
3588,12131,2011,55590
3589,12133,2011,24507
3590,13000,2011,9801578
3591,13001,2011,18458
3592,13003,2011,8360
3593,13005,2011,11139
3594,13007,2011,3315
3595,13009,2011,45173
3596,13011,2011,18244
3597,13013,2011,69835
3598,13015,2011,100150
3599,13017,2011,17566
3600,13019,2011,19377
3601,13021,2011,156160
3602,13023,2011,13078
3603,13025,2011,18545
3604,13027,2011,15982
3605,13029,2011,31267
3606,13031,2011,72637
3607,13033,2011,23489
3608,13035,2011,23580
3609,13037,2011,6624
3610,13039,2011,50297
3611,13043,2011,11202
3612,13045,2011,110727
3613,13047,2011,64756
3614,13049,2011,13454
3615,13051,2011,271590
3616,13053,2011,11261
3617,13055,2011,25675
3618,13057,2011,217711
3619,13059,2011,118227
3620,13061,2011,3161
3621,13063,2011,261981
3622,13065,2011,6723
3623,13067,2011,696501
3624,13069,2011,43004
3625,13071,2011,45782
3626,13073,2011,128812
3627,13075,2011,17031
3628,13077,2011,129345
3629,13079,2011,12614
3630,13081,2011,23750
3631,13083,2011,16591
3632,13085,2011,22290
3633,13087,2011,27649
3634,13089,2011,698304
3635,13091,2011,21610
3636,13093,2011,14607
3637,13095,2011,95046
3638,13097,2011,133121
3639,13099,2011,10788
3640,13101,2011,4067
3641,13103,2011,52690
3642,13105,2011,19822
3643,13107,2011,22492
3644,13109,2011,10978
3645,13111,2011,23635
3646,13113,2011,107151
3647,13115,2011,96153
3648,13117,2011,181812
3649,13119,2011,21967
3650,13121,2011,947410
3651,13123,2011,28302
3652,13125,2011,3099
3653,13127,2011,80097
3654,13129,2011,55478
3655,13131,2011,25091
3656,13133,2011,16051
3657,13135,2011,822442
3658,13137,2011,43045
3659,13139,2011,182271
3660,13141,2011,9394
3661,13143,2011,28467
3662,13145,2011,32309
3663,13147,2011,25419
3664,13149,2011,11725
3665,13151,2011,206950
3666,13153,2011,143864
3667,13155,2011,9694
3668,13157,2011,60966
3669,13159,2011,13835
3670,13161,2011,15164
3671,13163,2011,16779
3672,13165,2011,8127
3673,13167,2011,9998
3674,13169,2011,28733
3675,13171,2011,18158
3676,13173,2011,10474
3677,13175,2011,47907
3678,13177,2011,28578
3679,13179,2011,65170
3680,13181,2011,7871
3681,13183,2011,15073
3682,13185,2011,111468
3683,13187,2011,30486
3684,13189,2011,21612
3685,13191,2011,14223
3686,13193,2011,14455
3687,13195,2011,28162
3688,13197,2011,8701
3689,13199,2011,21600
3690,13201,2011,6071
3691,13205,2011,23394
3692,13207,2011,26353
3693,13209,2011,9030
3694,13211,2011,17898
3695,13213,2011,39365
3696,13215,2011,195244
3697,13217,2011,100453
3698,13219,2011,33259
3699,13221,2011,14701
3700,13223,2011,143574
3701,13225,2011,27659
3702,13227,2011,29416
3703,13229,2011,18773
3704,13231,2011,17783
3705,13233,2011,41262
3706,13235,2011,11842
3707,13237,2011,21241
3708,13239,2011,2455
3709,13241,2011,16261
3710,13243,2011,7564
3711,13245,2011,200348
3712,13247,2011,85413
3713,13249,2011,5042
3714,13251,2011,14404
3715,13253,2011,8765
3716,13255,2011,64032
3717,13257,2011,25764
3718,13259,2011,6063
3719,13261,2011,32067
3720,13263,2011,6834
3721,13265,2011,1706
3722,13267,2011,25441
3723,13269,2011,8439
3724,13271,2011,16239
3725,13273,2011,9392
3726,13275,2011,44590
3727,13277,2011,41152
3728,13279,2011,27205
3729,13281,2011,10579
3730,13283,2011,6821
3731,13285,2011,67619
3732,13287,2011,8938
3733,13289,2011,8822
3734,13291,2011,21247
3735,13293,2011,26922
3736,13295,2011,68808
3737,13297,2011,84588
3738,13299,2011,36279
3739,13301,2011,5677
3740,13303,2011,20969
3741,13305,2011,30294
3742,13307,2011,2764
3743,13309,2011,8068
3744,13311,2011,27398
3745,13313,2011,102915
3746,13315,2011,9210
3747,13317,2011,10227
3748,13319,2011,9413
3749,13321,2011,21522
3750,15000,2011,1379252
3751,15001,2011,187066
3752,15003,2011,967287
3753,15005,2011,90
3754,15007,2011,67898
3755,15009,2011,156911
3756,16000,2011,1583828
3757,16001,2011,401235
3758,16003,2011,3980
3759,16005,2011,83628
3760,16007,2011,5955
3761,16009,2011,9172
3762,16011,2011,45894
3763,16013,2011,21084
3764,16015,2011,6986
3765,16017,2011,40781
3766,16019,2011,105806
3767,16021,2011,10821
3768,16023,2011,2833
3769,16025,2011,1115
3770,16027,2011,191354
3771,16029,2011,6843
3772,16031,2011,23108
3773,16033,2011,954
3774,16035,2011,8608
3775,16037,2011,4325
3776,16039,2011,26217
3777,16041,2011,12809
3778,16043,2011,13105
3779,16045,2011,16689
3780,16047,2011,15354
3781,16049,2011,16458
3782,16051,2011,26311
3783,16053,2011,22533
3784,16055,2011,140919
3785,16057,2011,37848
3786,16059,2011,7985
3787,16061,2011,3805
3788,16063,2011,5131
3789,16065,2011,37907
3790,16067,2011,20208
3791,16069,2011,39431
3792,16071,2011,4231
3793,16073,2011,11376
3794,16075,2011,22546
3795,16077,2011,7780
3796,16079,2011,12681
3797,16081,2011,10162
3798,16083,2011,78089
3799,16085,2011,9636
3800,16087,2011,10135
3801,17000,2011,12867291
3802,17001,2011,67201
3803,17003,2011,7992
3804,17005,2011,17724
3805,17007,2011,54132
3806,17009,2011,6879
3807,17011,2011,34623
3808,17013,2011,5048
3809,17015,2011,15226
3810,17017,2011,13632
3811,17019,2011,203174
3812,17021,2011,34699
3813,17023,2011,16200
3814,17025,2011,13725
3815,17027,2011,38023
3816,17029,2011,53620
3817,17031,2011,5219977
3818,17033,2011,19773
3819,17035,2011,11079
3820,17037,2011,104438
3821,17039,2011,16546
3822,17041,2011,19867
3823,17043,2011,924852
3824,17045,2011,18387
3825,17047,2011,6668
3826,17049,2011,34265
3827,17051,2011,22374
3828,17053,2011,13878
3829,17055,2011,40027
3830,17057,2011,36907
3831,17059,2011,5490
3832,17061,2011,13856
3833,17063,2011,50095
3834,17065,2011,8423
3835,17067,2011,18997
3836,17069,2011,4293
3837,17071,2011,7215
3838,17073,2011,50283
3839,17075,2011,29497
3840,17077,2011,60365
3841,17079,2011,9753
3842,17081,2011,38749
3843,17083,2011,22852
3844,17085,2011,22635
3845,17087,2011,12854
3846,17089,2011,519211
3847,17091,2011,113513
3848,17093,2011,116813
3849,17095,2011,52699
3850,17097,2011,701647
3851,17099,2011,113521
3852,17101,2011,16899
3853,17103,2011,35597
3854,17105,2011,38803
3855,17107,2011,30269
3856,17109,2011,32511
3857,17111,2011,308433
3858,17113,2011,170893
3859,17115,2011,110671
3860,17117,2011,47734
3861,17119,2011,268650
3862,17121,2011,39140
3863,17123,2011,12477
3864,17125,2011,14469
3865,17127,2011,15279
3866,17129,2011,12697
3867,17131,2011,16316
3868,17133,2011,33214
3869,17135,2011,29860
3870,17137,2011,35479
3871,17139,2011,14855
3872,17141,2011,53070
3873,17143,2011,186741
3874,17145,2011,22262
3875,17147,2011,16677
3876,17149,2011,16346
3877,17151,2011,4494
3878,17153,2011,5981
3879,17155,2011,5975
3880,17157,2011,33419
3881,17159,2011,16189
3882,17161,2011,147462
3883,17163,2011,270006
3884,17165,2011,24903
3885,17167,2011,199016
3886,17169,2011,7462
3887,17171,2011,5228
3888,17173,2011,22281
3889,17175,2011,5842
3890,17177,2011,47319
3891,17179,2011,135839
3892,17181,2011,17695
3893,17183,2011,81407
3894,17185,2011,11793
3895,17187,2011,17839
3896,17189,2011,14574
3897,17191,2011,16658
3898,17193,2011,14590
3899,17195,2011,58272
3900,17197,2011,680799
3901,17199,2011,66726
3902,17201,2011,293634
3903,17203,2011,38849
3904,18000,2011,6516045
3905,18001,2011,34374
3906,18003,2011,358919
3907,18005,2011,77614
3908,18007,2011,8855
3909,18009,2011,12654
3910,18011,2011,57905
3911,18013,2011,15075
3912,18015,2011,20036
3913,18017,2011,38909
3914,18019,2011,111487
3915,18021,2011,26831
3916,18023,2011,33032
3917,18025,2011,10622
3918,18027,2011,31948
3919,18029,2011,49985
3920,18031,2011,25898
3921,18033,2011,42462
3922,18035,2011,117878
3923,18037,2011,42156
3924,18039,2011,198267
3925,18041,2011,24150
3926,18043,2011,74969
3927,18045,2011,17153
3928,18047,2011,23037
3929,18049,2011,20730
3930,18051,2011,33521
3931,18053,2011,69614
3932,18055,2011,33027
3933,18057,2011,283366
3934,18059,2011,70340
3935,18061,2011,39180
3936,18063,2011,148610
3937,18065,2011,49212
3938,18067,2011,82791
3939,18069,2011,37164
3940,18071,2011,42912
3941,18073,2011,33423
3942,18075,2011,21330
3943,18077,2011,32275
3944,18079,2011,28152
3945,18081,2011,141726
3946,18083,2011,38470
3947,18085,2011,77347
3948,18087,2011,37463
3949,18089,2011,494888
3950,18091,2011,111299
3951,18093,2011,46135
3952,18095,2011,130994
3953,18097,2011,911188
3954,18099,2011,46935
3955,18101,2011,10335
3956,18103,2011,36645
3957,18105,2011,140209
3958,18107,2011,38332
3959,18109,2011,69244
3960,18111,2011,14084
3961,18113,2011,47298
3962,18115,2011,6061
3963,18117,2011,19933
3964,18119,2011,21490
3965,18121,2011,17087
3966,18123,2011,19421
3967,18125,2011,12604
3968,18127,2011,165507
3969,18129,2011,25690
3970,18131,2011,13230
3971,18133,2011,37908
3972,18135,2011,26029
3973,18137,2011,28642
3974,18139,2011,17283
3975,18141,2011,266696
3976,18143,2011,23897
3977,18145,2011,44290
3978,18147,2011,20964
3979,18149,2011,23167
3980,18151,2011,34091
3981,18153,2011,21216
3982,18155,2011,10610
3983,18157,2011,175858
3984,18159,2011,15815
3985,18161,2011,7495
3986,18163,2011,180450
3987,18165,2011,16069
3988,18167,2011,108343
3989,18169,2011,32563
3990,18171,2011,8469
3991,18173,2011,60196
3992,18175,2011,28201
3993,18177,2011,68628
3994,18179,2011,27735
3995,18181,2011,24595
3996,18183,2011,33357
3997,19000,2011,3066054
3998,19001,2011,7546
3999,19003,2011,3994
4000,19005,2011,14219
4001,19007,2011,12847
4002,19009,2011,6003
4003,19011,2011,26075
4004,19013,2011,131572
4005,19015,2011,26289
4006,19017,2011,24378
4007,19019,2011,20914
4008,19021,2011,20311
4009,19023,2011,14970
4010,19025,2011,10063
4011,19027,2011,20857
4012,19029,2011,13765
4013,19031,2011,18408
4014,19033,2011,43966
4015,19035,2011,12023
4016,19037,2011,12404
4017,19039,2011,9318
4018,19041,2011,16595
4019,19043,2011,18017
4020,19045,2011,49093
4021,19047,2011,17218
4022,19049,2011,69687
4023,19051,2011,8769
4024,19053,2011,8247
4025,19055,2011,17629
4026,19057,2011,40061
4027,19059,2011,16858
4028,19061,2011,94580
4029,19063,2011,10088
4030,19065,2011,20974
4031,19067,2011,16094
4032,19069,2011,10693
4033,19071,2011,7370
4034,19073,2011,9330
4035,19075,2011,12479
4036,19077,2011,10858
4037,19079,2011,15463
4038,19081,2011,11291
4039,19083,2011,17374
4040,19085,2011,14764
4041,19087,2011,20238
4042,19089,2011,9545
4043,19091,2011,9781
4044,19093,2011,7044
4045,19095,2011,16320
4046,19097,2011,19730
4047,19099,2011,36617
4048,19101,2011,17092
4049,19103,2011,134066
4050,19105,2011,20739
4051,19107,2011,10398
4052,19109,2011,15398
4053,19111,2011,35567
4054,19113,2011,214177
4055,19115,2011,11380
4056,19117,2011,8878
4057,19119,2011,11691
4058,19121,2011,15737
4059,19123,2011,22498
4060,19125,2011,33267
4061,19127,2011,41013
4062,19129,2011,15029
4063,19131,2011,10707
4064,19133,2011,9238
4065,19135,2011,8060
4066,19137,2011,10631
4067,19139,2011,42786
4068,19141,2011,14218
4069,19143,2011,6316
4070,19145,2011,15896
4071,19147,2011,9355
4072,19149,2011,24816
4073,19151,2011,7203
4074,19153,2011,438721
4075,19155,2011,93494
4076,19157,2011,18894
4077,19159,2011,5048
4078,19161,2011,10221
4079,19163,2011,166614
4080,19165,2011,11990
4081,19167,2011,34014
4082,19169,2011,91125
4083,19171,2011,17612
4084,19173,2011,6303
4085,19175,2011,12553
4086,19177,2011,7513
4087,19179,2011,35481
4088,19181,2011,46639
4089,19183,2011,21822
4090,19185,2011,6337
4091,19187,2011,37746
4092,19189,2011,10694
4093,19191,2011,21048
4094,19193,2011,102707
4095,19195,2011,7560
4096,19197,2011,13033
4097,20000,2011,2869035
4098,20001,2011,13348
4099,20003,2011,8059
4100,20005,2011,16754
4101,20007,2011,4922
4102,20009,2011,27694
4103,20011,2011,14944
4104,20013,2011,9971
4105,20015,2011,65836
4106,20017,2011,2768
4107,20019,2011,3608
4108,20021,2011,21357
4109,20023,2011,2693
4110,20025,2011,2120
4111,20027,2011,8530
4112,20029,2011,9420
4113,20031,2011,8486
4114,20033,2011,1882
4115,20035,2011,36242
4116,20037,2011,39197
4117,20039,2011,2926
4118,20041,2011,19681
4119,20043,2011,7959
4120,20045,2011,112462
4121,20047,2011,3019
4122,20049,2011,2786
4123,20051,2011,28762
4124,20053,2011,6463
4125,20055,2011,37119
4126,20057,2011,34381
4127,20059,2011,25850
4128,20061,2011,35290
4129,20063,2011,2725
4130,20065,2011,2635
4131,20067,2011,7898
4132,20069,2011,6086
4133,20071,2011,1254
4134,20073,2011,6610
4135,20075,2011,2636
4136,20077,2011,5935
4137,20079,2011,34686
4138,20081,2011,4233
4139,20083,2011,1957
4140,20085,2011,13424
4141,20087,2011,18958
4142,20089,2011,3090
4143,20091,2011,552872
4144,20093,2011,3958
4145,20095,2011,7890
4146,20097,2011,2558
4147,20099,2011,21374
4148,20101,2011,1743
4149,20103,2011,77052
4150,20105,2011,3233
4151,20107,2011,9612
4152,20109,2011,2766
4153,20111,2011,33650
4154,20113,2011,29149
4155,20115,2011,12544
4156,20117,2011,9981
4157,20119,2011,4519
4158,20121,2011,32735
4159,20123,2011,6284
4160,20125,2011,34781
4161,20127,2011,5864
4162,20129,2011,3175
4163,20131,2011,10089
4164,20133,2011,16445
4165,20135,2011,3117
4166,20137,2011,5655
4167,20139,2011,16341
4168,20141,2011,3832
4169,20143,2011,6063
4170,20145,2011,6977
4171,20147,2011,5542
4172,20149,2011,22024
4173,20151,2011,9642
4174,20153,2011,2508
4175,20155,2011,64420
4176,20157,2011,4891
4177,20159,2011,10095
4178,20161,2011,73419
4179,20163,2011,5199
4180,20165,2011,3211
4181,20167,2011,6984
4182,20169,2011,55778
4183,20171,2011,4892
4184,20173,2011,500984
4185,20175,2011,23140
4186,20177,2011,178928
4187,20179,2011,2501
4188,20181,2011,6053
4189,20183,2011,3791
4190,20185,2011,4380
4191,20187,2011,2211
4192,20189,2011,5630
4193,20191,2011,23783
4194,20193,2011,7939
4195,20195,2011,2953
4196,20197,2011,7037
4197,20199,2011,1525
4198,20201,2011,5818
4199,20203,2011,2258
4200,20205,2011,9241
4201,20207,2011,3323
4202,20209,2011,158020
4203,21000,2011,4369488
4204,21001,2011,18991
4205,21003,2011,20190
4206,21005,2011,21551
4207,21007,2011,8269
4208,21009,2011,42329
4209,21011,2011,11714
4210,21013,2011,28657
4211,21015,2011,121545
4212,21017,2011,20055
4213,21019,2011,49419
4214,21021,2011,28796
4215,21023,2011,8511
4216,21025,2011,13792
4217,21027,2011,20272
4218,21029,2011,75199
4219,21031,2011,12717
4220,21033,2011,13026
4221,21035,2011,37668
4222,21037,2011,91064
4223,21039,2011,5036
4224,21041,2011,10996
4225,21043,2011,27630
4226,21045,2011,15911
4227,21047,2011,73473
4228,21049,2011,35437
4229,21051,2011,21594
4230,21053,2011,10159
4231,21055,2011,9249
4232,21057,2011,6870
4233,21059,2011,97179
4234,21061,2011,12230
4235,21063,2011,7781
4236,21065,2011,14655
4237,21067,2011,301736
4238,21069,2011,14486
4239,21071,2011,39755
4240,21073,2011,49323
4241,21075,2011,6745
4242,21077,2011,8616
4243,21079,2011,16870
4244,21081,2011,24757
4245,21083,2011,37598
4246,21085,2011,25755
4247,21087,2011,11207
4248,21089,2011,36816
4249,21091,2011,8590
4250,21093,2011,107508
4251,21095,2011,29121
4252,21097,2011,18683
4253,21099,2011,18287
4254,21101,2011,46340
4255,21103,2011,15377
4256,21105,2011,4781
4257,21107,2011,46846
4258,21109,2011,13384
4259,21111,2011,746412
4260,21113,2011,48903
4261,21115,2011,23419
4262,21117,2011,160300
4263,21119,2011,16317
4264,21121,2011,31882
4265,21123,2011,14187
4266,21125,2011,59358
4267,21127,2011,15943
4268,21129,2011,7708
4269,21131,2011,11237
4270,21133,2011,24375
4271,21135,2011,13804
4272,21137,2011,24719
4273,21139,2011,9503
4274,21141,2011,26846
4275,21143,2011,8436
4276,21145,2011,65825
4277,21147,2011,18286
4278,21149,2011,9511
4279,21151,2011,84776
4280,21153,2011,13222
4281,21155,2011,19995
4282,21157,2011,31258
4283,21159,2011,12849
4284,21161,2011,17548
4285,21163,2011,29643
4286,21165,2011,6413
4287,21167,2011,21281
4288,21169,2011,10060
4289,21171,2011,10920
4290,21173,2011,26758
4291,21175,2011,13722
4292,21177,2011,31530
4293,21179,2011,44066
4294,21181,2011,7088
4295,21183,2011,23986
4296,21185,2011,60771
4297,21187,2011,10820
4298,21189,2011,4808
4299,21191,2011,14657
4300,21193,2011,28691
4301,21195,2011,64913
4302,21197,2011,12621
4303,21199,2011,63510
4304,21201,2011,2290
4305,21203,2011,17110
4306,21205,2011,23562
4307,21207,2011,17701
4308,21209,2011,47922
4309,21211,2011,42946
4310,21213,2011,17306
4311,21215,2011,17389
4312,21217,2011,24985
4313,21219,2011,12427
4314,21221,2011,14217
4315,21223,2011,8817
4316,21225,2011,15265
4317,21227,2011,115847
4318,21229,2011,11696
4319,21231,2011,20899
4320,21233,2011,13530
4321,21235,2011,35855
4322,21237,2011,7365
4323,21239,2011,24936
4324,22000,2011,4575184
4325,22001,2011,61853
4326,22003,2011,25755
4327,22005,2011,110065
4328,22007,2011,23183
4329,22009,2011,41791
4330,22011,2011,36090
4331,22013,2011,14261
4332,22015,2011,120122
4333,22017,2011,256952
4334,22019,2011,193838
4335,22021,2011,10127
4336,22023,2011,6671
4337,22025,2011,10287
4338,22027,2011,16936
4339,22029,2011,20840
4340,22031,2011,26779
4341,22033,2011,441173
4342,22035,2011,7657
4343,22037,2011,20098
4344,22039,2011,33839
4345,22041,2011,20768
4346,22043,2011,22377
4347,22045,2011,73445
4348,22047,2011,33358
4349,22049,2011,16348
4350,22051,2011,434060
4351,22053,2011,31590
4352,22055,2011,224591
4353,22057,2011,97087
4354,22059,2011,14939
4355,22061,2011,47054
4356,22063,2011,130158
4357,22065,2011,11975
4358,22067,2011,27478
4359,22069,2011,39380
4360,22071,2011,360686
4361,22073,2011,154631
4362,22075,2011,23586
4363,22077,2011,22806
4364,22079,2011,132001
4365,22081,2011,9082
4366,22083,2011,20888
4367,22085,2011,24425
4368,22087,2011,39515
4369,22089,2011,52385
4370,22091,2011,10958
4371,22093,2011,21780
4372,22095,2011,45066
4373,22097,2011,83432
4374,22099,2011,52791
4375,22101,2011,54190
4376,22103,2011,236813
4377,22105,2011,122684
4378,22107,2011,5092
4379,22109,2011,111597
4380,22111,2011,22757
4381,22113,2011,58205
4382,22115,2011,52238
4383,22117,2011,47123
4384,22119,2011,41236
4385,22121,2011,24110
4386,22123,2011,11519
4387,22125,2011,15514
4388,22127,2011,15149
4389,23000,2011,1328150
4390,23001,2011,107426
4391,23003,2011,71384
4392,23005,2011,282663
4393,23007,2011,30738
4394,23009,2011,54519
4395,23011,2011,121776
4396,23013,2011,39669
4397,23015,2011,34270
4398,23017,2011,57756
4399,23019,2011,153749
4400,23021,2011,17360
4401,23023,2011,35118
4402,23025,2011,51927
4403,23027,2011,38855
4404,23029,2011,32717
4405,23031,2011,198223
4406,24000,2011,5838991
4407,24001,2011,74562
4408,24003,2011,544744
4409,24005,2011,812797
4410,24009,2011,89318
4411,24011,2011,32887
4412,24013,2011,167019
4413,24015,2011,101561
4414,24017,2011,149182
4415,24019,2011,32694
4416,24021,2011,237263
4417,24023,2011,30148
4418,24025,2011,246704
4419,24027,2011,293579
4420,24029,2011,20247
4421,24031,2011,991833
4422,24033,2011,873679
4423,24035,2011,48262
4424,24037,2011,107558
4425,24039,2011,26253
4426,24041,2011,37941
4427,24043,2011,148766
4428,24045,2011,100051
4429,24047,2011,51501
4430,24510,2011,620442
4431,25000,2011,6613149
4432,25001,2011,215333
4433,25003,2011,130531
4434,25005,2011,549292
4435,25007,2011,16695
4436,25009,2011,751461
4437,25011,2011,71679
4438,25013,2011,466137
4439,25015,2011,160127
4440,25017,2011,1524746
4441,25019,2011,10130
4442,25021,2011,677732
4443,25023,2011,498152
