,FIP,Year,population
15839,54053,2014,27148
15840,54055,2014,61762
15841,54057,2014,27538
15842,54059,2014,25739
15843,54061,2014,103486
15844,54063,2014,13612
15845,54065,2014,17516
15846,54067,2014,25718
15847,54069,2014,43261
15848,54071,2014,7229
15849,54073,2014,7588
15850,54075,2014,8652
15851,54077,2014,33918
15852,54079,2014,56634
15853,54081,2014,78185
15854,54083,2014,29374
15855,54085,2014,10076
15856,54087,2014,14595
15857,54089,2014,13329
15858,54091,2014,17100
15859,54093,2014,7051
15860,54095,2014,9086
15861,54097,2014,24662
15862,54099,2014,41507
15863,54101,2014,8751
15864,54103,2014,15957
15865,54105,2014,5791
15866,54107,2014,86465
15867,54109,2014,22576
15868,55000,2014,5751974
15869,55001,2014,20129
15870,55003,2014,15998
15871,55005,2014,45343
15872,55007,2014,14975
15873,55009,2014,256245
15874,55011,2014,13230
15875,55013,2014,15230
15876,55015,2014,49472
15877,55017,2014,63334
15878,55019,2014,34354
15879,55021,2014,56638
15880,55023,2014,16347
15881,55025,2014,516338
15882,55027,2014,88090
15883,55029,2014,27466
15884,55031,2014,43641
15885,55033,2014,44076
15886,55035,2014,101688
15887,55037,2014,4345
15888,55039,2014,101986
15889,55041,2014,9102
15890,55043,2014,51681
15891,55045,2014,36856
15892,55047,2014,18759
15893,55049,2014,23585
15894,55051,2014,5859
15895,55053,2014,20577
15896,55055,2014,84369
15897,55057,2014,26338
15898,55059,2014,167856
15899,55061,2014,20336
15900,55063,2014,117446
15901,55065,2014,16778
15902,55067,2014,19252
15903,55069,2014,28104
15904,55071,2014,79959
15905,55073,2014,135131
15906,55075,2014,41047
15907,55077,2014,15071
15908,55078,2014,4504
15909,55079,2014,958546
15910,55081,2014,45158
15911,55083,2014,37463
15912,55085,2014,35323
15913,55087,2014,182170
15914,55089,2014,87580
15915,55091,2014,7297
15916,55093,2014,41028
15917,55095,2014,43331
15918,55097,2014,70521
15919,55099,2014,13656
15920,55101,2014,194833
15921,55103,2014,17745
15922,55105,2014,160950
15923,55107,2014,14350
15924,55109,2014,86544
15925,55111,2014,62975
15926,55113,2014,16361
15927,55115,2014,41347
15928,55117,2014,114998
15929,55119,2014,20415
15930,55121,2014,29409
15931,55123,2014,30190
15932,55125,2014,21403
15933,55127,2014,103193
15934,55129,2014,15658
15935,55131,2014,133600
15936,55133,2014,395431
15937,55135,2014,51948
15938,55137,2014,24093
15939,55139,2014,169330
15940,55141,2014,73593
15941,56000,2014,582548
15942,56001,2014,37622
15943,56003,2014,11853
15944,56005,2014,48132
15945,56007,2014,15872
15946,56009,2014,14203
15947,56011,2014,7237
15948,56013,2014,40562
15949,56015,2014,13526
15950,56017,2014,4786
15951,56019,2014,8582
15952,56021,2014,96038
15953,56023,2014,18563
15954,56025,2014,81375
15955,56027,2014,2489
15956,56029,2014,28962
15957,56031,2014,8772
15958,56033,2014,29848
15959,56035,2014,10152
15960,56037,2014,44957
15961,56039,2014,22777
15962,56041,2014,20827
15963,56043,2014,8275
15964,56045,2014,7138
15965,1000,2015,4853160
15966,1001,2015,54838
15967,1003,2015,202995
15968,1005,2015,26294
15969,1007,2015,22562
15970,1009,2015,57522
15971,1011,2015,10400
15972,1013,2015,20176
15973,1015,2015,115536
15974,1017,2015,34007
15975,1019,2015,25739
15976,1021,2015,43717
15977,1023,2015,13233
15978,1025,2015,24703
15979,1027,2015,13413
15980,1029,2015,14917
15981,1031,2015,50952
15982,1033,2015,54370
15983,1035,2015,12680
15984,1037,2015,10938
15985,1039,2015,37551
15986,1041,2015,13857
15987,1043,2015,81764
15988,1045,2015,49349
15989,1047,2015,40948
15990,1049,2015,71112
15991,1051,2015,80924
15992,1053,2015,37665
15993,1055,2015,103003
15994,1057,2015,16693
15995,1059,2015,31541
15996,1061,2015,26636
15997,1063,2015,8509
15998,1065,2015,15018
15999,1067,2015,17106
16000,1069,2015,104268
16001,1071,2015,52218
16002,1073,2015,660370
16003,1075,2015,13925
16004,1077,2015,92477
16005,1079,2015,33138
16006,1081,2015,157009
16007,1083,2015,91571
16008,1085,2015,10353
16009,1087,2015,19306
16010,1089,2015,352989
16011,1091,2015,19760
16012,1093,2015,30123
16013,1095,2015,94606
16014,1097,2015,414935
16015,1099,2015,21717
16016,1101,2015,227244
16017,1103,2015,119281
16018,1105,2015,9638
16019,1107,2015,20776
16020,1109,2015,33522
16021,1111,2015,22598
16022,1113,2015,58837
16023,1115,2015,86546
16024,1117,2015,209084
16025,1119,2015,13206
16026,1121,2015,81055
16027,1123,2015,40611
16028,1125,2015,204736
16029,1127,2015,64933
16030,1129,2015,16828
16031,1131,2015,10903
16032,1133,2015,23929
16033,2000,2015,737547
16034,2013,2015,3381
16035,2016,2015,5781
16036,2020,2015,297613
16037,2050,2015,17955
16038,2060,2015,905
16039,2068,2015,1927
16040,2070,2015,4987
16041,2090,2015,99630
16042,2100,2015,2516
16043,2105,2015,2137
16044,2110,2015,32601
16045,2122,2015,58029
16046,2130,2015,13706
16047,2150,2015,13766
16048,2158,2015,8187
16049,2164,2015,1592
16050,2170,2015,101068
16051,2180,2015,9885
16052,2185,2015,9795
16053,2188,2015,7771
16054,2195,2015,3259
16055,2198,2015,6505
16056,2220,2015,8778
16057,2230,2015,1087
16058,2240,2015,6804
16059,2261,2015,9322
16060,2275,2015,2459
16061,2282,2015,635
16062,2290,2015,5466
16063,4000,2015,6833596
16064,4001,2015,71022
16065,4003,2015,126502
16066,4005,2015,139024
16067,4007,2015,53006
16068,4009,2015,37873
16069,4011,2015,9575
16070,4012,2015,20483
16071,4013,2015,4175049
16072,4015,2015,204661
16073,4017,2015,107688
16074,4019,2015,1009737
16075,4021,2015,406073
16076,4023,2015,46602
16077,4025,2015,220845
16078,4027,2015,205456
16079,5000,2015,2978407
16080,5001,2015,18325
16081,5003,2015,20838
16082,5005,2015,41136
16083,5007,2015,251673
16084,5009,2015,37112
16085,5011,2015,11007
16086,5013,2015,5201
16087,5015,2015,27775
16088,5017,2015,10960
16089,5019,2015,22517
16090,5021,2015,15200
16091,5023,2015,25361
16092,5025,2015,8284
16093,5027,2015,24126
16094,5029,2015,20930
16095,5031,2015,104419
16096,5033,2015,61910
16097,5035,2015,49071
16098,5037,2015,17254
16099,5039,2015,7531
16100,5041,2015,12022
16101,5043,2015,18617
16102,5045,2015,121209
16103,5047,2015,17755
16104,5049,2015,12137
16105,5051,2015,97816
16106,5053,2015,18014
16107,5055,2015,44298
16108,5057,2015,22094
16109,5059,2015,33480
16110,5061,2015,13353
16111,5063,2015,37034
16112,5065,2015,13483
16113,5067,2015,17371
16114,5069,2015,71868
16115,5071,2015,26103
16116,5073,2015,7015
16117,5075,2015,16702
16118,5077,2015,9676
16119,5079,2015,13866
16120,5081,2015,12421
16121,5083,2015,21713
16122,5085,2015,71336
16123,5087,2015,15707
16124,5089,2015,16211
16125,5091,2015,43912
16126,5093,2015,43715
16127,5095,2015,7453
16128,5097,2015,9029
16129,5099,2015,8513
16130,5101,2015,7858
16131,5103,2015,24321
16132,5105,2015,10298
16133,5107,2015,19557
16134,5109,2015,10835
16135,5111,2015,24016
16136,5113,2015,20196
16137,5115,2015,63577
16138,5117,2015,8297
16139,5119,2015,393643
16140,5121,2015,17427
16141,5123,2015,26654
16142,5125,2015,116397
16143,5127,2015,10540
16144,5129,2015,7831
16145,5131,2015,127428
16146,5133,2015,17272
16147,5135,2015,16811
16148,5137,2015,12380
16149,5139,2015,40093
16150,5141,2015,16773
16151,5143,2015,224491
16152,5145,2015,78925
16153,5147,2015,6721
16154,5149,2015,21513
16155,6000,2015,38953142
16156,6001,2015,1634634
16157,6003,2015,1087
16158,6005,2015,37037
16159,6007,2015,224812
16160,6009,2015,44957
16161,6011,2015,21269
16162,6013,2015,1124606
16163,6015,2015,27246
16164,6017,2015,184660
16165,6019,2015,970442
16166,6021,2015,27776
16167,6023,2015,135114
16168,6025,2015,179179
16169,6027,2015,18174
16170,6029,2015,877197
16171,6031,2015,150199
16172,6033,2015,64254
16173,6035,2015,31383
16174,6037,2015,10097037
16175,6039,2015,153739
16176,6041,2015,261016
16177,6043,2015,17622
16178,6045,2015,87168
16179,6047,2015,266651
16180,6049,2015,9048
16181,6051,2015,14043
16182,6053,2015,431241
16183,6055,2015,141096
16184,6057,2015,98709
16185,6059,2015,3153962
16186,6061,2015,373058
16187,6063,2015,18516
16188,6065,2015,2347921
16189,6067,2015,1494294
16190,6069,2015,58243
16191,6071,2015,2117311
16192,6073,2015,3284061
16193,6075,2015,863836
16194,6077,2015,721929
16195,6079,2015,280171
16196,6081,2015,765447
16197,6083,2015,442522
16198,6085,2015,1917481
16199,6087,2015,273730
16200,6089,2015,178361
16201,6091,2015,2996
16202,6093,2015,43336
16203,6095,2015,433708
16204,6097,2015,501346
16205,6099,2015,533534
16206,6101,2015,95388
16207,6103,2015,63090
16208,6105,2015,13094
16209,6107,2015,457803
16210,6109,2015,53550
16211,6111,2015,846922
16212,6113,2015,212053
16213,6115,2015,74083
16214,8000,2015,5452107
16215,8001,2015,490768
16216,8003,2015,16314
16217,8005,2015,630637
16218,8007,2015,12393
16219,8009,2015,3553
16220,8011,2015,5879
16221,8013,2015,319175
16222,8014,2015,64856
16223,8015,2015,18600
16224,8017,2015,1827
16225,8019,2015,9237
16226,8021,2015,8069
16227,8023,2015,3577
16228,8025,2015,5622
16229,8027,2015,4438
16230,8029,2015,29919
16231,8031,2015,683665
16232,8033,2015,1981
16233,8035,2015,321964
16234,8037,2015,53896
16235,8039,2015,24621
16236,8041,2015,674156
16237,8043,2015,46267
16238,8045,2015,57760
16239,8047,2015,5807
16240,8049,2015,14721
16241,8051,2015,16178
16242,8053,2015,764
16243,8055,2015,6407
16244,8057,2015,1352
16245,8059,2015,565223
16246,8061,2015,1384
16247,8063,2015,8215
16248,8065,2015,7442
16249,8067,2015,54609
16250,8069,2015,333309
16251,8071,2015,14043
16252,8073,2015,5545
16253,8075,2015,21771
16254,8077,2015,148227
16255,8079,2015,744
16256,8081,2015,12938
16257,8083,2015,25722
16258,8085,2015,40576
16259,8087,2015,28237
16260,8089,2015,18210
16261,8091,2015,4607
16262,8093,2015,16736
16263,8095,2015,4329
16264,8097,2015,17948
16265,8099,2015,11971
16266,8101,2015,163111
16267,8103,2015,6503
16268,8105,2015,11356
16269,8107,2015,24422
16270,8109,2015,6251
16271,8111,2015,688
16272,8113,2015,7840
16273,8115,2015,2375
16274,8117,2015,30126
16275,8119,2015,23377
16276,8121,2015,4786
16277,8123,2015,285033
16278,8125,2015,10050
16279,9000,2015,3587509
16280,9001,2015,945301
16281,9003,2015,896358
16282,9005,2015,184133
16283,9007,2015,163555
16284,9009,2015,860292
16285,9011,2015,269717
16286,9013,2015,151685
16287,9015,2015,116468
16288,10000,2015,941413
16289,10001,2015,173129
16290,10003,2015,553658
16291,10005,2015,214626
16292,11000,2015,675254
16293,11001,2015,675254
16294,12000,2015,20224249
16295,12001,2015,259177
16296,12003,2015,27351
16297,12005,2015,181387
16298,12007,2015,26743
16299,12009,2015,565992
16300,12011,2015,1885443
16301,12013,2015,14411
16302,12015,2015,172437
16303,12017,2015,140311
16304,12019,2015,202386
16305,12021,2015,356107
16306,12023,2015,68197
16307,12027,2015,35650
16308,12029,2015,16352
16309,12031,2015,910584
16310,12033,2015,309332
16311,12035,2015,104420
16312,12037,2015,11706
16313,12039,2015,46051
16314,12041,2015,17369
16315,12043,2015,13111
16316,12045,2015,15928
16317,12047,2015,14267
16318,12049,2015,27185
16319,12051,2015,39325
16320,12053,2015,177949
16321,12055,2015,100222
16322,12057,2015,1348848
16323,12059,2015,19270
16324,12061,2015,147478
16325,12063,2015,48625
16326,12065,2015,14101
16327,12067,2015,8734
16328,12069,2015,325091
16329,12071,2015,699530
16330,12073,2015,285997
16331,12075,2015,39599
16332,12077,2015,8408
16333,12079,2015,18474
16334,12081,2015,362587
16335,12083,2015,342335
16336,12085,2015,155624
16337,12086,2015,2688156
16338,12087,2015,76696
16339,12089,2015,77930
16340,12091,2015,197839
16341,12093,2015,39836
16342,12095,2015,1290639
16343,12097,2015,323578
16344,12099,2015,1424685
16345,12101,2015,494919
16346,12103,2015,947535
16347,12105,2015,648758
16348,12107,2015,71935
16349,12109,2015,226464
16350,12111,2015,297442
16351,12113,2015,166231
16352,12115,2015,404842
16353,12117,2015,448246
16354,12119,2015,117070
16355,12121,2015,43671
16356,12123,2015,22360
16357,12125,2015,15274
16358,12127,2015,516918
16359,12129,2015,31522
16360,12131,2015,63048
16361,12133,2015,24561
16362,13000,2015,10181111
16363,13001,2015,18423
16364,13003,2015,8344
16365,13005,2015,11242
16366,13007,2015,3196
16367,13009,2015,45542
16368,13011,2015,18378
16369,13013,2015,74964
16370,13015,2015,102079
16371,13017,2015,17334
16372,13019,2015,18975
16373,13021,2015,153948
16374,13023,2015,12705
16375,13025,2015,18416
16376,13027,2015,15680
16377,13029,2015,34792
16378,13031,2015,73152
16379,13033,2015,22620
16380,13035,2015,23494
16381,13037,2015,6531
16382,13039,2015,52470
16383,13043,2015,10867
16384,13045,2015,114467
16385,13047,2015,65799
16386,13049,2015,13234
16387,13051,2015,285959
16388,13053,2015,11067
16389,13055,2015,24895
16390,13057,2015,235387
16391,13059,2015,123552
16392,13061,2015,3077
16393,13063,2015,272868
16394,13065,2015,6836
16395,13067,2015,739319
16396,13069,2015,43000
16397,13071,2015,45509
16398,13073,2015,143912
16399,13075,2015,17069
16400,13077,2015,138106
16401,13079,2015,12382
16402,13081,2015,22949
16403,13083,2015,16157
16404,13085,2015,23312
16405,13087,2015,27055
16406,13089,2015,734770
16407,13091,2015,21135
16408,13093,2015,14034
16409,13095,2015,91495
16410,13097,2015,140268
16411,13099,2015,10452
16412,13101,2015,4037
16413,13103,2015,57086
16414,13105,2015,19299
16415,13107,2015,22477
16416,13109,2015,10695
16417,13111,2015,24439
16418,13113,2015,110203
16419,13115,2015,96200
16420,13117,2015,211228
16421,13119,2015,22262
16422,13121,2015,1005775
16423,13123,2015,29497
16424,13125,2015,3018
16425,13127,2015,83373
16426,13129,2015,56329
16427,13131,2015,25076
16428,13133,2015,16644
16429,13135,2015,888884
16430,13137,2015,43804
16431,13139,2015,192458
16432,13141,2015,8579
16433,13143,2015,28704
16434,13145,2015,33159
16435,13147,2015,25431
16436,13149,2015,11552
16437,13151,2015,216571
16438,13153,2015,149412
16439,13155,2015,9151
16440,13157,2015,63436
16441,13159,2015,13687
16442,13161,2015,15019
16443,13163,2015,15927
16444,13165,2015,8875
16445,13167,2015,9709
16446,13169,2015,28446
16447,13171,2015,18240
16448,13173,2015,10266
16449,13175,2015,47513
16450,13177,2015,29191
16451,13179,2015,61640
16452,13181,2015,7719
16453,13183,2015,17646
16454,13185,2015,113346
16455,13187,2015,31324
16456,13189,2015,21468
16457,13191,2015,14033
16458,13193,2015,13695
16459,13195,2015,28397
16460,13197,2015,8556
16461,13199,2015,21177
16462,13201,2015,5843
16463,13205,2015,22453
16464,13207,2015,26731
16465,13209,2015,8945
16466,13211,2015,17945
16467,13213,2015,39450
16468,13215,2015,198674
16469,13217,2015,104941
16470,13219,2015,35856
16471,13221,2015,14728
16472,13223,2015,151703
16473,13225,2015,26855
16474,13227,2015,30158
16475,13229,2015,19097
16476,13231,2015,17919
16477,13233,2015,41233
16478,13235,2015,11397
16479,13237,2015,21320
16480,13239,2015,2281
16481,13241,2015,16226
16482,13243,2015,7147
16483,13245,2015,201333
16484,13247,2015,88379
16485,13249,2015,5206
16486,13251,2015,14056
16487,13253,2015,8561
16488,13255,2015,63826
16489,13257,2015,25472
16490,13259,2015,5930
16491,13261,2015,30685
16492,13263,2015,6485
16493,13265,2015,1643
16494,13267,2015,25390
16495,13269,2015,8245
16496,13271,2015,16439
16497,13273,2015,9017
16498,13275,2015,44812
16499,13277,2015,40536
16500,13279,2015,27169
16501,13281,2015,11207
16502,13283,2015,6801
16503,13285,2015,69593
16504,13287,2015,7979
16505,13289,2015,8342
16506,13291,2015,22017
16507,13293,2015,26241
16508,13295,2015,68552
16509,13297,2015,88358
16510,13299,2015,35359
16511,13301,2015,5377
16512,13303,2015,20736
16513,13305,2015,29422
16514,13307,2015,2631
16515,13309,2015,7897
16516,13311,2015,28374
16517,13313,2015,103677
16518,13315,2015,8898
16519,13317,2015,9909
16520,13319,2015,9080
16521,13321,2015,20705
16522,15000,2015,1422484
16523,15001,2015,195941
16524,15003,2015,991339
16525,15005,2015,88
16526,15007,2015,71074
16527,15009,2015,164042
16528,16000,2015,1651523
16529,16001,2015,433047
16530,16003,2015,3889
16531,16005,2015,84216
16532,16007,2015,5879
16533,16009,2015,8990
16534,16011,2015,45066
16535,16013,2015,21642
16536,16015,2015,6961
16537,16017,2015,41587
16538,16019,2015,109924
16539,16021,2015,11276
16540,16023,2015,2567
16541,16025,2015,1070
16542,16027,2015,206894
16543,16029,2015,6771
16544,16031,2015,23500
16545,16033,2015,887
16546,16035,2015,8562
16547,16037,2015,4059
16548,16039,2015,25796
16549,16041,2015,12954
16550,16043,2015,12811
16551,16045,2015,16680
16552,16047,2015,15212
16553,16049,2015,16296
16554,16051,2015,27129
16555,16053,2015,23006
16556,16055,2015,149395
16557,16057,2015,38796
16558,16059,2015,7736
16559,16061,2015,3795
16560,16063,2015,5303
16561,16065,2015,37983
16562,16067,2015,20451
16563,16069,2015,39996
16564,16071,2015,4249
16565,16073,2015,11292
16566,16075,2015,22793
16567,16077,2015,7700
16568,16079,2015,12456
16569,16081,2015,10732
16570,16083,2015,82230
16571,16085,2015,10046
16572,16087,2015,9899
16573,17000,2015,12864342
16574,17001,2015,66857
16575,17003,2015,6761
16576,17005,2015,16684
16577,17007,2015,53606
16578,17009,2015,6748
16579,17011,2015,33490
16580,17013,2015,4858
16581,17015,2015,14640
16582,17017,2015,12848
16583,17019,2015,209234
16584,17021,2015,33457
16585,17023,2015,15869
16586,17025,2015,13402
16587,17027,2015,37660
16588,17029,2015,52160
16589,17031,2015,5247662
16590,17033,2015,19258
16591,17035,2015,10860
16592,17037,2015,104154
16593,17039,2015,16181
16594,17041,2015,19831
16595,17043,2015,933965
16596,17045,2015,17603
16597,17047,2015,6509
16598,17049,2015,34209
16599,17051,2015,22033
16600,17053,2015,13526
16601,17055,2015,39390
16602,17057,2015,35707
16603,17059,2015,5222
16604,17061,2015,13344
16605,17063,2015,50363
16606,17065,2015,8249
16607,17067,2015,18215
16608,17069,2015,4065
16609,17071,2015,6997
16610,17073,2015,49644
16611,17075,2015,28522
16612,17077,2015,59245
16613,17079,2015,9628
16614,17081,2015,38290
16615,17083,2015,22223
16616,17085,2015,22077
16617,17087,2015,12780
16618,17089,2015,529330
16619,17091,2015,111758
16620,17093,2015,122937
16621,17095,2015,51374
16622,17097,2015,704995
16623,17099,2015,111023
16624,17101,2015,16455
16625,17103,2015,34515
16626,17105,2015,36603
16627,17107,2015,29270
16628,17109,2015,31430
16629,17111,2015,307650
16630,17113,2015,173160
16631,17115,2015,107363
16632,17117,2015,45875
16633,17119,2015,266069
16634,17121,2015,38366
16635,17123,2015,11919
16636,17125,2015,13861
16637,17127,2015,14565
16638,17129,2015,12355
16639,17131,2015,15744
16640,17133,2015,33738
16641,17135,2015,29186
16642,17137,2015,34665
16643,17139,2015,14740
16644,17141,2015,51573
16645,17143,2015,186512
16646,17145,2015,21516
16647,17147,2015,16349
16648,17149,2015,15792
16649,17151,2015,4287
16650,17153,2015,5654
16651,17155,2015,5728
16652,17157,2015,32803
16653,17159,2015,15953
16654,17161,2015,146284
16655,17163,2015,264805
16656,17165,2015,24491
16657,17167,2015,198884
16658,17169,2015,7149
16659,17171,2015,5111
16660,17173,2015,21823
16661,17175,2015,5505
16662,17177,2015,45668
16663,17179,2015,134290
16664,17181,2015,17290
16665,17183,2015,79173
16666,17185,2015,11626
16667,17187,2015,17466
16668,17189,2015,14262
16669,17191,2015,16520
16670,17193,2015,14199
16671,17195,2015,56914
16672,17197,2015,686142
16673,17199,2015,67440
16674,17201,2015,287222
16675,17203,2015,38939
16676,18000,2015,6608296
16677,18001,2015,34958
16678,18003,2015,367543
16679,18005,2015,81473
16680,18007,2015,8690
16681,18009,2015,12237
16682,18011,2015,63028
16683,18013,2015,14995
16684,18015,2015,19882
16685,18017,2015,38114
16686,18019,2015,114831
16687,18021,2015,26390
16688,18023,2015,32381
16689,18025,2015,10557
16690,18027,2015,32811
16691,18029,2015,49453
16692,18031,2015,26336
16693,18033,2015,42460
16694,18035,2015,115765
16695,18037,2015,42315
16696,18039,2015,203024
16697,18041,2015,23393
16698,18043,2015,76499
16699,18045,2015,16531
16700,18047,2015,22952
16701,18049,2015,20332
16702,18051,2015,33620
16703,18053,2015,67486
16704,18055,2015,32414
16705,18057,2015,308479
16706,18059,2015,72392
16707,18061,2015,39524
16708,18063,2015,157754
16709,18065,2015,48661
16710,18067,2015,82340
16711,18069,2015,36514
16712,18071,2015,43886
16713,18073,2015,33487
16714,18075,2015,21136
16715,18077,2015,32298
16716,18079,2015,27829
16717,18081,2015,148994
16718,18083,2015,37763
16719,18085,2015,78553
16720,18087,2015,38614
16721,18089,2015,487895
16722,18091,2015,110853
16723,18093,2015,45567
16724,18095,2015,129383
16725,18097,2015,939406
16726,18099,2015,46740
16727,18101,2015,10217
16728,18103,2015,36001
16729,18105,2015,144220
16730,18107,2015,38242
16731,18109,2015,69565
16732,18111,2015,13968
16733,18113,2015,47531
16734,18115,2015,5887
16735,18117,2015,19621
16736,18119,2015,20830
16737,18121,2015,16969
16738,18123,2015,19307
16739,18125,2015,12413
16740,18127,2015,167365
16741,18129,2015,25608
16742,18131,2015,12796
16743,18133,2015,37484
16744,18135,2015,25134
16745,18137,2015,28377
16746,18139,2015,16710
16747,18141,2015,268203
16748,18143,2015,23657
16749,18145,2015,44364
16750,18147,2015,20639
16751,18149,2015,22857
16752,18151,2015,34491
16753,18153,2015,20870
16754,18155,2015,10589
16755,18157,2015,186783
16756,18159,2015,15252
16757,18161,2015,7185
16758,18163,2015,181449
16759,18165,2015,15592
16760,18167,2015,107586
16761,18169,2015,31859
16762,18171,2015,8270
16763,18173,2015,61545
16764,18175,2015,27779
16765,18177,2015,66965
16766,18179,2015,27847
16767,18181,2015,24278
16768,18183,2015,33453
16769,19000,2015,3121460
16770,19001,2015,7141
16771,19003,2015,3753
16772,19005,2015,13858
16773,19007,2015,12572
16774,19009,2015,5713
16775,19011,2015,25601
16776,19013,2015,133711
16777,19015,2015,26453
16778,19017,2015,24740
16779,19019,2015,21115
16780,19021,2015,20381
16781,19023,2015,14886
16782,19025,2015,9800
16783,19027,2015,20419
16784,19029,2015,13345
16785,19031,2015,18308
16786,19033,2015,42983
16787,19035,2015,11487
16788,19037,2015,12149
16789,19039,2015,9210
16790,19041,2015,16497
16791,19043,2015,17727
16792,19045,2015,47550
16793,19047,2015,17095
16794,19049,2015,80618
16795,19051,2015,8776
16796,19053,2015,8132
16797,19055,2015,17389
16798,19057,2015,39860
16799,19059,2015,17005
16800,19061,2015,96884
16801,19063,2015,9698
16802,19065,2015,20139
16803,19067,2015,15910
16804,19069,2015,10326
16805,19071,2015,6913
16806,19073,2015,8942
16807,19075,2015,12404
16808,19077,2015,10652
16809,19079,2015,15223
16810,19081,2015,11028
16811,19083,2015,17256
16812,19085,2015,14140
16813,19087,2015,19844
16814,19089,2015,9312
16815,19091,2015,9550
16816,19093,2015,6961
16817,19095,2015,16278
16818,19097,2015,19362
16819,19099,2015,36740
16820,19101,2015,17916
16821,19103,2015,144931
16822,19105,2015,20444
16823,19107,2015,10172
16824,19109,2015,15159
16825,19111,2015,34893
16826,19113,2015,220211
16827,19115,2015,11279
16828,19117,2015,8607
16829,19119,2015,11751
16830,19121,2015,15731
16831,19123,2015,22308
16832,19125,2015,33111
16833,19127,2015,40364
16834,19129,2015,14875
16835,19131,2015,10675
16836,19133,2015,8868
16837,19135,2015,7922
16838,19137,2015,10151
16839,19139,2015,43020
16840,19141,2015,13926
16841,19143,2015,6163
16842,19145,2015,15471
16843,19147,2015,9137
16844,19149,2015,24903
16845,19151,2015,6964
16846,19153,2015,467526
16847,19155,2015,93608
16848,19157,2015,18614
16849,19159,2015,4976
16850,19161,2015,9965
16851,19163,2015,171927
16852,19165,2015,11786
16853,19167,2015,34769
16854,19169,2015,96605
16855,19171,2015,17217
16856,19173,2015,6256
16857,19175,2015,12434
16858,19177,2015,7297
16859,19179,2015,35505
16860,19181,2015,48465
16861,19183,2015,22147
16862,19185,2015,6358
16863,19187,2015,37048
16864,19189,2015,10597
16865,19191,2015,20736
16866,19193,2015,102491
16867,19195,2015,7502
16868,19197,2015,12843
16869,20000,2015,2909502
16870,20001,2015,12662
16871,20003,2015,7817
16872,20005,2015,16419
16873,20007,2015,4824
16874,20009,2015,27173
16875,20011,2015,14742
16876,20013,2015,9698
16877,20015,2015,66245
16878,20017,2015,2655
16879,20019,2015,3386
16880,20021,2015,20527
16881,20023,2015,2677
16882,20025,2015,2081
16883,20027,2015,8294
16884,20029,2015,9200
16885,20031,2015,8290
16886,20033,2015,1827
16887,20035,2015,35773
16888,20037,2015,39151
16889,20039,2015,2926
16890,20041,2015,19204
16891,20043,2015,7784
16892,20045,2015,118222
16893,20047,2015,2956
16894,20049,2015,2573
16895,20051,2015,29002
16896,20053,2015,6307
16897,20055,2015,37208
16898,20057,2015,34693
16899,20059,2015,25469
16900,20061,2015,36660
16901,20063,2015,2698
16902,20065,2015,2597
16903,20067,2015,7737
16904,20069,2015,6077
16905,20071,2015,1301
16906,20073,2015,6233
16907,20075,2015,2565
16908,20077,2015,5781
16909,20079,2015,34811
16910,20081,2015,4088
16911,20083,2015,1860
16912,20085,2015,13284
16913,20087,2015,18813
16914,20089,2015,2962
16915,20091,2015,579708
16916,20093,2015,3936
16917,20095,2015,7634
16918,20097,2015,2572
16919,20099,2015,20630
16920,20101,2015,1630
16921,20103,2015,79099
16922,20105,2015,3144
16923,20107,2015,9582
16924,20109,2015,2786
16925,20111,2015,33165
16926,20113,2015,28634
16927,20115,2015,12047
16928,20117,2015,9842
16929,20119,2015,4303
16930,20121,2015,32756
16931,20123,2015,6300
16932,20125,2015,33426
16933,20127,2015,5628
16934,20129,2015,2952
16935,20131,2015,10093
16936,20133,2015,16261
16937,20135,2015,3015
16938,20137,2015,5538
16939,20139,2015,15863
16940,20141,2015,3642
16941,20143,2015,5937
16942,20145,2015,6768
16943,20147,2015,5421
16944,20149,2015,23126
16945,20151,2015,9696
16946,20153,2015,2508
16947,20155,2015,63591
16948,20157,2015,4688
16949,20159,2015,9925
16950,20161,2015,77149
16951,20163,2015,5182
16952,20165,2015,3100
16953,20167,2015,7040
16954,20169,2015,55453
16955,20171,2015,4952
16956,20173,2015,511164
16957,20175,2015,23270
16958,20177,2015,178736
16959,20179,2015,2476
16960,20181,2015,5963
16961,20183,2015,3689
16962,20185,2015,4216
16963,20187,2015,2069
16964,20189,2015,5795
16965,20191,2015,23403
16966,20193,2015,7896
16967,20195,2015,2906
16968,20197,2015,6884
16969,20199,2015,1505
16970,20201,2015,5568
16971,20203,2015,2164
16972,20205,2015,8848
16973,20207,2015,3144
16974,20209,2015,163832
16975,21000,2015,4425999
16976,21001,2015,19168
16977,21003,2015,20678
16978,21005,2015,21891
16979,21007,2015,8216
16980,21009,2015,43566
16981,21011,2015,12201
16982,21013,2015,27391
16983,21015,2015,127818
16984,21017,2015,20182
16985,21019,2015,48506
16986,21021,2015,29762
16987,21023,2015,8288
16988,21025,2015,13369
16989,21027,2015,19987
16990,21029,2015,78696
16991,21031,2015,12734
16992,21033,2015,12752
16993,21035,2015,38658
16994,21037,2015,91945
16995,21039,2015,4856
16996,21041,2015,10700
16997,21043,2015,27443
16998,21045,2015,15746
16999,21047,2015,73155
17000,21049,2015,35675
17001,21051,2015,20990
